"id","state","name"
"USC00392559","South Dakota","SD EDGEMONT"
"USC00392565","South Dakota","SD EDGEMONT"
"USC00392580","South Dakota","SD EDSON"
"USC00392610","Wyoming","SD ELK MOUNTAIN"
"USC00392614","North Dakota","SD LODGEPOLE"
"USC00392618","South Dakota","SD ELK POINT"
"USC00392622","Iowa","SD ELK POINT"
"USC00392636","North Dakota","SD ELM LAKE"
"USC00392647","South Dakota","SD ELM SPRINGS"
"USC00392686","South Dakota","SD ENGLEWOOD"
"USC00392797","North Dakota","SD EUREKA                             HCN"
"USC00392820","Nebraska","SD FAIRFAX"
"USC00392822","Nebraska","SD FAIRFAX #"
"USC00392852","South Dakota","SD FAITH"
"USC00392888","South Dakota","SD FARMINGDALE"
"USC00392927","South Dakota","SD FAULKTON"
"USC00392984","South Dakota","SD FLANDREAU"
"USC00393029","South Dakota","SD FORESTBURG"
"USC00393044","South Dakota","SD FOREST CITY"
"USC00393069","South Dakota","SD FT MEADE"
"USC00393076","South Dakota","SD FT PIERRE"
"USC00393077","South Dakota","SD FT PIERRE"
"USC00393079","South Dakota","SD FORT RANDALL"
"USC00393082","South Dakota","SD FT SULLY"
"USC00393089","South Dakota","SD FT THOMPSON"
"USC00393129","North Dakota","SD FREDERICK"
"USC00393211","South Dakota","SD GANN VALLEY"
"USC00393217","South Dakota","SD GANN VALLEY"
"USC00393239","South Dakota","SD GARRETSON"
"USC00393249","Minnesota","SD GARY"
"USC00393274","South Dakota","SD GEDDES"
"USC00393284","South Dakota","SD GELHAUS FARM"
"USC00393294","South Dakota","SD GETTYSBURG"
"USC00393300","South Dakota","SD GETTYSBURG"
"USC00393302","South Dakota","SD GETTYSBURG"
"USC00393316","South Dakota","SD GLAD VALLEY"
"USC00393339","South Dakota","SD GLENHAM"
"USC00393358","South Dakota","SD GOLDFIELD"
"USC00393410","South Dakota","SD GRAND RIVER SCHOOL"
"USC00393430","South Dakota","SD GREENMONT"
"USC00393440","South Dakota","SD GREENWOOD"
"USC00393452","South Dakota","SD GREGORY"
"USC00393456","South Dakota","SD GROTON"
"USC00393560","South Dakota","SD HARDING"
"USC00393572","South Dakota","SD HARDY RS"
"USC00393573","South Dakota","SD HARNEY"
"USC00393574","South Dakota","SD HARRINGTON"
"USC00393608","South Dakota","SD HARROLD"
"USC00393672","South Dakota","SD HAYES"
"USC00393677","South Dakota","SD HAYES"
"USC00393681","South Dakota","SD HAYTI"
"USC00393760","South Dakota","SD HEREFORD"
"USC00393764","South Dakota","SD HEREFORD"
"USC00393775","South Dakota","SD HERMOSA"
"USC00393832","South Dakota","SD HIGHMORE"
"USC00393838","South Dakota","SD HIGHMORE"
"USC00393857","South Dakota","SD HILLAND"
"USC00393868","South Dakota","SD HILL CITY"
"USC00393885","South Dakota","SD HITCHCOCK"
"USC00393937","South Dakota","SD HOLABIRD"
"USC00393945","South Dakota","SD HOOVER"
"USC00393987","South Dakota","SD HOPEWELL"
"USC00393990","South Dakota","SD HOSMER"
"USC00394007","South Dakota","SD HOT SPRINGS                        HCN"
"USC00394009","South Dakota","SD HOT SPRINGS"
"USC00394010","South Dakota","SD HOT SPRINGS"
"USC00394025","South Dakota","SD HOVEN"
"USC00394037","South Dakota","SD HOWARD                             HCN"
"USC00394132","South Dakota","SD HURON"
"USC00394179","South Dakota","SD INTERIOR"
"USC00394184","South Dakota","SD INTERIOR"
"USC00394195","South Dakota","SD IONA"
"USC00394206","South Dakota","SD IPSWICH"
"USC00394254","South Dakota","SD IROQUOIS"
"USC00394268","South Dakota","SD ISABEL"
"USC00394271","South Dakota","SD ISABEL"
"USC00394273","South Dakota","SD ISABEL"
"USC00394343","South Dakota","SD JOHNSON SIDING"
"USC00394413","South Dakota","SD KADOKA"
"USC00394490","South Dakota","SD KELDRON"
"USC00394493","South Dakota","SD KELDRON"
"USC00394516","South Dakota","SD KENNEBEC                           HCN"
"USC00394556","South Dakota","SD KEYSTONE"
"USC00394576","South Dakota","SD KIMBALL"
"USC00394596","South Dakota","SD KIRLEY"
"USC00394630","South Dakota","SD KYLE"
"USC00394651","South Dakota","SD LA CREEK NWR"
"USC00394661","South Dakota","SD LA DELLE"
"USC00394671","South Dakota","SD LADNER"
"USC00394766","South Dakota","SD LAKE SHARPE PRJ"
"USC00394834","South Dakota","SD LEAD"
"USC00394836","South Dakota","SD LEAD"
"USC00394864","South Dakota","SD LEMMON"
"USC00394891","South Dakota","SD LEOLA"
"USC00394893","South Dakota","SD LEOLA SDSU"
"USC00394900","South Dakota","SD LESLIE"
"USC00394947","South Dakota","SD LITTLE EAGLE"
"USC00394955","South Dakota","SD LODGEPOLE"
"USC00394956","North Dakota","SD LODGEPOLE"
"USC00394960","North Dakota","SD LODGEPOLE"
"USC00394983","South Dakota","SD LONGVALLEY"
"USC00395048","South Dakota","SD LUDLOW"
"USC00395058","South Dakota","SD LYONS"
"USC00395088","South Dakota","SD MADISON"
"USC00395090","South Dakota","SD MADISON"
"USC00395154","South Dakota","SD MANDERSON"
"USC00395184","South Dakota","SD MARCUS"
"USC00395228","South Dakota","SD MARION"
"USC00395281","South Dakota","SD MARTIN"
"USC00395285","South Dakota","SD MARTIN"
"USC00395320","South Dakota","SD MAURINE"
"USC00395325","South Dakota","SD MAURINE"
"USC00395360","South Dakota","SD SALEM"
"USC00395381","South Dakota","SD MC INTOSH"
"USC00395406","North Dakota","SD MC LAUGHLIN"
"USC00395421","South Dakota","SD MEADOW"
"USC00395432","South Dakota","SD MEDICINE MTN"
"USC00395456","South Dakota","SD MELLETTE"
"USC00395481","South Dakota","SD MENNO                              HCN"
"USC00395506","South Dakota","SD MIDLAND"
"USC00395531","South Dakota","SD MILBANK"
"USC00395536","South Dakota","SD MILBANK"
"USC00395544","South Dakota","SD MILESVILLE"
"USC00395547","South Dakota","SD MILESVILLE"
"USC00395561","South Dakota","SD MILLER"
"USC00395567","South Dakota","SD MILLER"
"USC00395569","South Dakota","SD MILLER"
"USC00395620","South Dakota","SD MISSION"
"USC00395638","South Dakota","SD MISSION"
"USC00395641","South Dakota","SD MISSION RIDGE"
"USC00395648","South Dakota","SD MISSION RIDGE"
"USC00395669","South Dakota","SD MITCHELL"
"USC00395671","South Dakota","SD MITCHELL"
"USC00395691","South Dakota","SD MOBRIDGE"
"USC00395711","South Dakota","SD MOENVILLE"
"USC00395733","South Dakota","SD MONTROSE"
"USC00395735","South Dakota","SD MONTROSE"
"USC00395738","South Dakota","SD MONTROSE"
"USC00395744","Wyoming","SD MOON"
"USC00395800","South Dakota","SD MOUND CITY"
"USC00395854","South Dakota","SD MT COOLIDGE"
"USC00395858","South Dakota","SD MTN MEADOW RESORT"
"USC00395870","South Dakota","SD MT RUSHMORE NMEM"
"USC00395876","South Dakota","SD MUD BUTTE"
"USC00395891","South Dakota","SD MURDO                              HCN"
"USC00395896","South Dakota","SD MURDO"
"USC00395929","South Dakota","SD MYSTIC"
"USC00396054","South Dakota","SD NEWELL"
"USC00396170","South Dakota","SD OAHE DAM                           HCN"
"USC00396212","South Dakota","SD OELRICHS"
"USC00396214","South Dakota","SD OELRICHS"
"USC00396227","South Dakota","SD OGLALA"
"USC00396282","South Dakota","SD ONAKA"
"USC00396292","South Dakota","SD ONIDA"
"USC00396304","South Dakota","SD ORAL"
"USC00396335","South Dakota","SD ORIENT"
"USC00396337","South Dakota","SD ORIENT"
"USC00396357","South Dakota","SD ORMAN DAM"
"USC00396397","South Dakota","SD OTTUMWA"
"USC00396427","South Dakota","SD PACTOLA DAM"
"USC00396462","South Dakota","SD PARKSTON"
"USC00396477","South Dakota","SD PARMELEE"
"USC00396510","South Dakota","SD PEARL CREEK"
"USC00396522","South Dakota","SD PEEVER"
"USC00396574","South Dakota","SD PICKSTOWN"
"USC00396575","South Dakota","SD PICKSTOWN"
"USC00396596","South Dakota","SD PIEDMONT"
"USC00396612","South Dakota","SD PINE RIDGE"
"USC00396636","South Dakota","SD PLAINVIEW"
"USC00396650","South Dakota","SD PLANKINTON"
"USC00396669","South Dakota","SD PLATTE"
"USC00396712","South Dakota","SD POLLOCK"
"USC00396736","South Dakota","SD PORCUPINE"
"USC00396790","South Dakota","SD PRESHO"
"USC00396812","South Dakota","SD PROVO"
"USC00396832","South Dakota","SD PUKWANA"
"USC00396907","North Dakota","SD RALPH"
"USC00396936","South Dakota","SD RAPID CITY STATION NO"
"USC00396947","South Dakota","SD RAPID CITY"
"USC00396948","South Dakota","SD RAPID CITY WFO"
"USC00396969","South Dakota","SD RAUVILLE"
"USC00397007","South Dakota","SD RAYMOND"
"USC00397033","South Dakota","SD REDFERN"
"USC00397047","South Dakota","SD REDFIELD"
"USC00397052","South Dakota","SD REDFIELD"
"USC00397062","South Dakota","SD REDIG"
"USC00397073","South Dakota","SD RED OWL"
"USC00397103","South Dakota","SD REE HTS"
"USC00397106","South Dakota","SD REE HEIGHTS"
"USC00397108","South Dakota","SD REE HEIGHTS"
"USC00397150","South Dakota","SD REVA"
"USC00397191","South Dakota","SD RIDGEVIEW"
"USC00397222","South Dakota","SD ROCHFORD"
"USC00397227","South Dakota","SD ROCHFORD"
"USC00397247","South Dakota","SD ROCKHAM"
"USC00397253","South Dakota","SD ROCKHAM"
"USC00397267","South Dakota","SD ROCKYFORD"
"USC00397277","South Dakota","SD ROSCOE"
"USC00397287","South Dakota","SD ROSEBUD"
"USC00397307","South Dakota","SD ROSLYN"
"USC00397326","South Dakota","SD ROY LAKE"
"USC00397367","South Dakota","SD RUMFORD"
"USC00397418","South Dakota","SD SAINT ONGE"
"USC00397457","South Dakota","SD SALEM"
"USC00397485","South Dakota","SD SAVOY"
"USC00397512","South Dakota","SD SCENIC"
"USC00397515","South Dakota","SD SCENIC"
"USC00397545","South Dakota","SD SELBY"
"USC00397551","South Dakota","SD SENECA"
"USC00397567","South Dakota","SD SHADEHILL DAM"
"USC00397569","South Dakota","SD SHADEHILL RSVR"
"USC00397590","South Dakota","SD SHILOH"
"USC00397640","South Dakota","SD SILVER CITY"
"USC00397666","South Dakota","SD SIOUX FALLS WFO AP"
"USC00397742","South Dakota","SD SISSETON"
"USC00397797","South Dakota","SD SMITHWICK"
"USC00397877","South Dakota","SD SPEARFISH"
"USC00397882","South Dakota","SD SPEARFISH"
"USC00397992","South Dakota","SD STEPHAN"
"USC00398007","South Dakota","SD STICKNEY"
"USC00398073","South Dakota","SD STRATFORD"
"USC00398074","South Dakota","SD STRATFORD"
"USC00398095","South Dakota","SD STROOL"
"USC00398100","South Dakota","SD STURGIS"
"USC00398107","South Dakota","SD SULPHUR"
"USC00398116","South Dakota","SD SUMMIT"
"USC00398176","South Dakota","SD TAMA"
"USC00398240","South Dakota","SD THE PINNACLES RS"
"USC00398277","South Dakota","SD THUNDER HAWK"
"USC00398307","South Dakota","SD TIMBER LAKE"
"USC00398320","South Dakota","SD TORONTO"
"USC00398406","South Dakota","SD TULARE"
"USC00398420","South Dakota","SD TURTON"
"USC00398472","South Dakota","SD TYNDALL"
"USC00398494","South Dakota","SD UNION CTR"
"USC00398527","South Dakota","SD USTA"
"USC00398528","South Dakota","SD USTA"
"USC00398552","South Dakota","SD VALE"
"USC00398572","South Dakota","SD VAN METRE"
"USC00398622","South Dakota","SD VERMILLION"
"USC00398652","South Dakota","SD VICTOR"
"USC00398727","South Dakota","SD VIVIAN"
"USC00398767","South Dakota","SD WAGNER"
"USC00398843","South Dakota","SD WAKPALA"
"USC00398911","South Dakota","SD WASTA"
"USC00398930","South Dakota","SD WATERTOWN"
"USC00398931","South Dakota","SD WATERTOWN"
"USC00398980","South Dakota","SD WAUBAY NATL WILD LIFE"
"USC00399004","South Dakota","SD WEBSTER"
"USC00399012","South Dakota","SD WEBSTER"
"USC00399032","South Dakota","SD WENDTE"
"USC00399042","South Dakota","SD WENTWORTH"
"USC00399064","South Dakota","SD WESSINGTON"
"USC00399070","South Dakota","SD WESSINGTON SPRINGS"
"USC00399077","South Dakota","SD WESSINGTON SPRINGS"
"USC00399132","South Dakota","SD WESTPORT"
"USC00399136","South Dakota","SD WESTPORT"
"USC00399138","South Dakota","SD WESTPORT"
"USC00399176","South Dakota","SD WETONKA"
"USC00399178","South Dakota","SD WETONKA"
"USC00399187","Nebraska","SD WEWELA"
"USC00399220","South Dakota","SD WHITEHORSE"
"USC00399232","South Dakota","SD WHITE LAKE"
"USC00399238","South Dakota","SD WHITE RIVER"
"USC00399313","South Dakota","SD WILLETT"
"USC00399337","South Dakota","SD WILMOT"
"USC00399347","South Dakota","SD WIND CAVE"
"USC00399355","South Dakota","SD WINFRED"
"USC00399367","South Dakota","SD WINNER"
"USC00399430","South Dakota","SD WOLSEY"
"USC00399442","South Dakota","SD WOOD                               HCN"
"USC00399457","South Dakota","SD WOONSOCKET"
"USC00399507","South Dakota","SD YANKTON"
"USC00399537","South Dakota","SD ZEONA"
"USC00400008","Tennessee","TN ABRAMS CREEK"
"USC00400049","Tennessee","TN ALAMO"
"USC00400056","Tennessee","TN ALCOA"
"USC00400081","Tennessee","TN ALLARDT"
"USC00400116","Tennessee","TN ALTAMONT"
"USC00400137","Tennessee","TN AMES PLANTATION"
"USC00400179","Georgia","TN APALACHIA DAM"
"USC00400187","Tennessee","TN APALACHIA POWERHOUSE"
"USC00400235","Alabama","TN ARDMORE"
"USC00400254","Tennessee","TN ARTHUR"
"USC00400271","Tennessee","TN ASHWOOD"
"USC00400279","Tennessee","TN ATHENS SUBSTN"
"USC00400284","Tennessee","TN ATHENS"
"USC00400487","Tennessee","TN BEAN STN"
"USC00400497","Tennessee","TN BEAUTY SPOT"
"USC00400526","Tennessee","TN BEECH GROVE"
"USC00400571","Tennessee","TN BELLEVILLE"
"USC00400580","Tennessee","TN BELLS BEND NATURE CENTER"
"USC00400603","Tennessee","TN BELVIDERE"
"USC00400661","Tennessee","TN BETHEL"
"USC00400669","Tennessee","TN BETHPAGE"
"USC00400700","Tennessee","TN BIG LICK"
"USC00400705","Tennessee","TN BIG SANDY"
"USC00400716","Tennessee","TN BIG SPRING"
"USC00400724","Tennessee","TN BIG SYCAMORE"
"USC00400803","Tennessee","TN BLEDSOE SF"
"USC00400825","Tennessee","TN BLOUNT CO EXP STN"
"USC00400836","Tennessee","TN BLOUNTVILLE"
"USC00400847","Tennessee","TN BLUFF CITY"
"USC00400864","Tennessee","TN BOGGE CROSSROAD"
"USC00400871","Tennessee","TN BOLIVAR"
"USC00400876","Tennessee","TN BOLIVAR WTR WKS"
"USC00400884","Tennessee","TN BOLTON"
"USC00400909","Tennessee","TN BOONE DAM"
"USC00400920","Tennessee","TN BOONSHILL"
"USC00400974","Georgia","TN BOYD GAP"
"USC00401035","Tennessee","TN BREEDENTON"
"USC00401039","Tennessee","TN BRENTWOOD"
"USC00401145","Tennessee","TN BROWNSVILLE"
"USC00401150","Tennessee","TN BROWNSVILLE SWR PLT"
"USC00401186","Tennessee","TN BUCHANAN"
"USC00401215","Tennessee","TN BUFFALO VALLEY"
"USC00401236","Tennessee","TN BULLS GAP"
"USC00401295","Tennessee","TN BUTLER"
"USC00401310","Tennessee","TN BYRDSTOWN"
"USC00401312","Tennessee","TN BYRDSTOWN"
"USC00401317","Tennessee","TN BYRDSTOWN TVA"
"USC00401323","Tennessee","TN CAGLE"
"USC00401334","Tennessee","TN CALDERWOOD POWERHOUSE"
"USC00401352","Tennessee","TN CAMDEN"
"USC00401381","Tennessee","TN CAMP CREEK BALD"
"USC00401480","Tennessee","TN CARTHAGE"
"USC00401485","Tennessee","TN CARTHAGE"
"USC00401490","Tennessee","TN CARTHAGE SUBSTN"
"USC00401495","Tennessee","TN CARTHAGE WTP"
"USC00401525","Tennessee","TN CATLETTSBURG TVA"
"USC00401535","Tennessee","TN CAVVIA"
"USC00401546","Tennessee","TN CEDAR CREEK"
"USC00401553","Tennessee","TN CEDAR HILL"
"USC00401561","Tennessee","TN CELINA"
"USC00401565","Tennessee","TN CENTER TVA C"
"USC00401569","Tennessee","TN CENTER HILL DAM"
"USC00401576","Tennessee","TN CENTERSVILLE"
"USC00401582","Tennessee","TN CENTERVILLE"
"USC00401585","Tennessee","TN CENTERVILLE"
"USC00401587","Tennessee","TN CENTERVILLE WATER PL"
"USC00401618","Tennessee","TN CHAPEL HILL"
"USC00401636","Tennessee","TN CHARLESTON"
"USC00401640","Tennessee","TN CHARLOTTE"
"USC00401663","Tennessee","TN CHEATHAM L&D"
"USC00401669","Tennessee","TN CHEROKEE DAM"
"USC00401716","Tennessee","TN CHICKAMAUGA DAM"
"USC00401720","Tennessee","TN CHRISTIANA"
"USC00401782","Tennessee","TN CLARKRANGE"
"USC00401784","Tennessee","TN CLARKRANGE #"
"USC00401790","Tennessee","TN CLARKSVILLE WWTP                   HCN"
"USC00401795","Tennessee","TN CLARKSVILLE NO."
"USC00401808","Tennessee","TN CLEVELAND FLTR PLT"
"USC00401813","Tennessee","TN CLEVELAND SUBSTN"
"USC00401824","Tennessee","TN CLIFTON JUNCTION"
"USC00401835","Tennessee","TN CLINTON"
"USC00401840","Tennessee","TN CLINTON"
"USC00401887","Tennessee","TN COALMONT"
"USC00401905","Tennessee","TN COKER CREEK"
"USC00401916","Tennessee","TN COLDWATER"
"USC00401932","Tennessee","TN COLESVILLE"
"USC00401946","Tennessee","TN COLLEGE JUNCTION"
"USC00401950","Tennessee","TN COLLIERVILLE"
"USC00401953","Tennessee","TN COLLINWOOD"
"USC00401957","Tennessee","TN COLUMBIA"
"USC00401962","Tennessee","TN COLUMBIA"
"USC00401965","Tennessee","TN COLUMBIA SUBSTN"
"USC00401968","Tennessee","TN COLUMBIA"
"USC00401978","Tennessee","TN CONASAUGA"
"USC00401986","Tennessee","TN CONCORD"
"USC00402004","Tennessee","TN COOKEVILLE"
"USC00402009","Tennessee","TN COOKEVILLE"
"USC00402024","Georgia","TN COPPERHILL                         HCN"
"USC00402029","Georgia","TN COPPERHILL SUBSTN"
"USC00402035","Tennessee","TN CORDELL HULL L&D"
"USC00402074","Tennessee","TN COSBY"
"USC00402108","Tennessee","TN COVINGTON"
"USC00402140","Tennessee","TN CRAB ORCHARD"
"USC00402146","Tennessee","TN CRANDULL"
"USC00402147","Tennessee","TN CRANDULL"
"USC00402202","Tennessee","TN CROSSVILLE ED & RESEARCH           HCN"
"USC00402207","Tennessee","TN CROSSVILLE"
"USC00402229","Tennessee","TN CUBA LANDING"
"USC00402239","Tennessee","TN CUMBERLAND CITY"
"USC00402305","Tennessee","TN DALE HOLLOW DAM"
"USC00402316","Tennessee","TN DANDRIDGE"
"USC00402360","Tennessee","TN DAYTON"
"USC00402385","Tennessee","TN DECATUR"
"USC00402388","Tennessee","TN DECATUR"
"USC00402390","Tennessee","TN DECATURVILLE"
"USC00402473","Tennessee","TN DIANA"
"USC00402481","Tennessee","TN DIBRELL"
"USC00402489","Tennessee","TN DICKSON                            HCN"
"USC00402564","Georgia","TN DOUBLE SPRINGS GAP"
"USC00402572","Tennessee","TN DOUBLE SPRINGS TVA"
"USC00402581","Tennessee","TN DOUGLAS DAM"
"USC00402583","Tennessee","TN DOVER CROSS CREEKS NWR"
"USC00402585","Tennessee","TN DOVER FIRE TWR"
"USC00402589","Tennessee","TN DOVER"
"USC00402600","Tennessee","TN DRESDEN"
"USC00402627","Georgia","TN DUCK TOWN"
"USC00402648","Tennessee","TN DUNBAR"
"USC00402657","Tennessee","TN DUNLAP"
"USC00402680","Tennessee","TN DYERSBURG"
"USC00402711","Tennessee","TN EAGLEVILLE"
"USC00402742","Tennessee","TN EASTLAND"
"USC00402806","Tennessee","TN ELIZABETHTON"
"USC00402811","Tennessee","TN ELIZABETHTON"
"USC00402816","Tennessee","TN ELKHEAD"
"USC00402836","Tennessee","TN ELK VALLEY"
"USC00402841","Tennessee","TN ELKMONT"
"USC00402856","Tennessee","TN ELORA"
"USC00402875","Tennessee","TN EMBREEVILLE"
"USC00402894","Tennessee","TN ENGLEWOOD"
"USC00402913","Tennessee","TN ENVILLE"
"USC00402921","Tennessee","TN ERIN"
"USC00402929","Tennessee","TN ERWIN"
"USC00402934","Tennessee","TN ERWIN"
"USC00402945","Tennessee","TN ETHRIDGE"
"USC00402957","Tennessee","TN ETOWAH"
"USC00402989","Tennessee","TN FAIRVIEW BOWIE NAT CTR"
"USC00403036","Tennessee","TN FALL BRANCH"
"USC00403040","Tennessee","TN FALL CREEK FALLS SP"
"USC00403044","Tennessee","TN FALLS CREEK PARK"
"USC00403060","Georgia","TN FARNER"
"USC00403069","Tennessee","TN FAYETTEVILLE"
"USC00403074","Tennessee","TN FAYETTEVILLE WTP"
"USC00403125","Tennessee","TN FINLEY"
"USC00403139","Tennessee","TN FLAT GAP"
"USC00403200","Tennessee","TN FOREST HILLS DYER OBSY"
"USC00403229","Tennessee","TN FT LOUDOUN DAM"
"USC00403234","Tennessee","TN FT PATRICK HENRY DAM"
"USC00403240","Tennessee","TN FOUNTAIN CITY"
"USC00403272","Tennessee","TN FRANKFORT"
"USC00403280","Tennessee","TN FRANKLIN SEWAGE PLT"
"USC00403285","Tennessee","TN FRANKLIN"
"USC00403311","Tennessee","TN FRIENDSHIP SCHOOL"
"USC00403366","Tennessee","TN GAINESBORO"
"USC00403370","Tennessee","TN GAINESBORO"
"USC00403378","Tennessee","TN GALLATIN STEAM PLT"
"USC00403379","Tennessee","TN GALLATIN"
"USC00403420","Tennessee","TN GATLINBURG"
"USC00403447","Tennessee","TN GERMANTOWN"
"USC00403465","Tennessee","TN GLADEVILLE"
"USC00403636","Tennessee","TN GOODLETTSVILLE"
"USC00403679","Tennessee","TN GREENEVILLE EXP STN"
"USC00403684","Tennessee","TN GREENEVILLE"
"USC00403697","Tennessee","TN GREENFIELD"
"USC00403783","Tennessee","TN HALES BAR"
"USC00403788","Tennessee","TN HALES BAR DAM"
"USC00403804","Tennessee","TN HALLS"
"USC00403809","Tennessee","TN HALLS HILL"
"USC00403838","Tennessee","TN HAMPTON"
"USC00403907","Tennessee","TN HARRIMAN"
"USC00403931","Tennessee","TN HARTFORD"
"USC00403932","Tennessee","TN HARTFORD"
"USC00403938","Tennessee","TN HARTSVILLE"
"USC00403963","North Carolina","TN NORTH CAROLINA"
"USC00403989","Tennessee","TN HEBBERTSBURG"
"USC00404033","Tennessee","TN HENDERSON"
"USC00404054","Tennessee","TN HERBERT"
"USC00404079","Tennessee","TN HICKORY GROVE"
"USC00404164","Tennessee","TN HILLSBORO"
"USC00404223","Tennessee","TN HOHENWALD"
"USC00404392","Tennessee","TN HUMBOLDT"
"USC00404412","Tennessee","TN HUNTINGDON"
"USC00404417","Tennessee","TN HUNTINGDON WTP"
"USC00404432","Tennessee","TN HUNTINGDON"
"USC00404498","Tennessee","TN IRON CITY"
"USC00404509","Tennessee","TN IRVING COLLEGE"
"USC00404517","Georgia","TN ISABELLA"
"USC00404561","Tennessee","TN JACKSON EXP STN                    HCN"
"USC00404566","Tennessee","TN JACKSON"
"USC00404567","Tennessee","TN JACKSON"
"USC00404568","Tennessee","TN JACKSON"
"USC00404571","Tennessee","TN JACKSON SUBSTN"
"USC00404587","Tennessee","TN JAMESTOWN"
"USC00404590","Tennessee","TN JAMESTOWN"
"USC00404596","Tennessee","TN JASPER"
"USC00404605","Tennessee","TN JEAROLDSTOWN"
"USC00404609","Tennessee","TN JEFFERSON CITY EVAP"
"USC00404613","Tennessee","TN JEFFERSON CITY"
"USC00404637","Tennessee","TN JEWETT"
"USC00404650","Tennessee","TN JOHN SEVIER STEAM PLT"
"USC00404657","Tennessee","TN JOHNSON CITY"
"USC00404659","Tennessee","TN JOHNSON CITY ETSU"
"USC00404660","Tennessee","TN JOHNSON CITY ETSC"
"USC00404662","Tennessee","TN JOHNSON CITY SUBSTN"
"USC00404663","Tennessee","TN JOHNSON CY VET HOSPITA"
"USC00404666","Tennessee","TN JOHNSON CITY"
"USC00404673","Tennessee","TN JOHNSONVILLE"
"USC00404678","Tennessee","TN JOHNSONVILLE STEAM PLT"
"USC00404696","Tennessee","TN JONES COVE"
"USC00404706","Tennessee","TN JOPPA"
"USC00404771","Tennessee","TN KENTON"
"USC00404858","Tennessee","TN KINGSPORT"
"USC00404863","Tennessee","TN KINGSPORT RSVR"
"USC00404866","Tennessee","TN KINGSPORT T E C"
"USC00404871","Tennessee","TN KINGSTON"
"USC00404876","Tennessee","TN KINGSTON SPRINGS"
"USC00404881","Tennessee","TN KINGSTON STEAM PLT"
"USC00404903","Tennessee","TN KITTIE"
"USC00404945","Tennessee","TN KNOXVILLE"
"USC00404946","Tennessee","TN KNOXVILLE EXP STN"
"USC00404948","Tennessee","TN KNOXVILLE GARAGE"
"USC00404955","Tennessee","TN KNOXVILLE UNIV OF TENN"
"USC00404987","Tennessee","TN LAFAYETTE"
"USC00404993","Tennessee","TN LA FOLLETTE"
"USC00404998","Tennessee","TN LA FOLLETTE WTP"
"USC00405011","Tennessee","TN LAKE CITY"
"USC00405016","Tennessee","TN LAKEMONT"
"USC00405035","Tennessee","TN LANCASTER EDGAR EVINS MARINA"
"USC00405040","Tennessee","TN LANCING"
"USC00405051","Tennessee","TN LANTANA"
"USC00405061","Tennessee","TN LASCASSAS"
"USC00405084","Tennessee","TN LAWRENCEBURG"
"USC00405085","Tennessee","TN LAWRENCEBURG WWTP"
"USC00405089","Tennessee","TN LAWRENCEBURG FILT PLT"
"USC00405100","Tennessee","TN LEAPWOOD"
"USC00405108","Tennessee","TN LEBANON"
"USC00405113","Tennessee","TN LEBANON TVA"
"USC00405118","Tennessee","TN LEBANON"
"USC00405158","Tennessee","TN LENOIR CITY"
"USC00405187","Tennessee","TN LEWISBURG EXP STN                  HCN"
"USC00405197","Tennessee","TN LEWISBURG SUBSTN"
"USC00405205","Tennessee","TN LEWIS CHAPEL"
"USC00405210","Tennessee","TN LEXINGTON"
"USC00405214","Tennessee","TN LEXINGTON"
"USC00405216","Tennessee","TN LIBERTY"
"USC00405224","Tennessee","TN LICK CREEK"
"USC00405255","Tennessee","TN LIMESTONE COVE"
"USC00405260","Tennessee","TN LIMESTONE TVA"
"USC00405273","Tennessee","TN LINDEN"
"USC00405278","Tennessee","TN LINDEN WTP"
"USC00405292","Tennessee","TN LITTLE CHUCKY"
"USC00405311","Tennessee","TN LITTLE WAR GAP"
"USC00405319","Tennessee","TN LITTON"
"USC00405327","Tennessee","TN LIVINGSTON"
"USC00405332","Tennessee","TN LIVINGSTON RADIO WLIV"
"USC00405337","Tennessee","TN LOCK B CUMBERLAND RVR"
"USC00405339","Tennessee","TN LOCK C CUMBERLAND RVR"
"USC00405347","Tennessee","TN LOCK"
"USC00405349","Tennessee","TN LOCK"
"USC00405351","Tennessee","TN LOCK"
"USC00405353","Tennessee","TN LOCK"
"USC00405355","Tennessee","TN LOCK"
"USC00405358","Tennessee","TN LOBELVILLE"
"USC00405359","Tennessee","TN LOCK"
"USC00405367","Tennessee","TN LOCKHART TWR"
"USC00405429","Georgia","TN LOOKOUT MTN"
"USC00405431","Tennessee","TN LOOKOUT MTN-POINT PARK"
"USC00405442","Tennessee","TN LORETTO"
"USC00405451","Tennessee","TN LOUDON"
"USC00405525","Tennessee","TN LYNCHBURG"
"USC00405535","Tennessee","TN LYNNVILLE"
"USC00405560","Tennessee","TN MADISON"
"USC00405592","Tennessee","TN MANCHESTER"
"USC00405595","Tennessee","TN MANCHESTER #"
"USC00405600","Tennessee","TN MANCHESTER TVA"
"USC00405681","Tennessee","TN MARTIN U OF T BRANCH E"
"USC00405686","Tennessee","TN MARTIN SUBSTN"
"USC00405720","Tennessee","TN MASON"
"USC00405770","Tennessee","TN MAYMEAD"
"USC00405777","Tennessee","TN MAYNARDVILLE"
"USC00405778","Tennessee","TN MAYNARDVILLE"
"USC00405823","Tennessee","TN MCEWEN"
"USC00405828","Tennessee","TN MCEWEN"
"USC00405836","Tennessee","TN MC GHEE"
